Company Name,Ticker,Filing Type,Filing Date,File Path
Meta (Facebook),META,4,2023-02-18,sec-edgar-filings/META/4/0000950103-24-008593
Meta (Facebook),META,4,2025-01-29,sec-edgar-filings/META/4/0000950103-23-016457
Meta (Facebook),META,4,2022-06-10,sec-edgar-filings/META/4/0000950103-22-014152
Meta (Facebook),META,4,2022-06-26,sec-edgar-filings/META/4/0000950103-23-007442
Meta (Facebook),META,4,2024-02-27,sec-edgar-filings/META/4/0000950103-23-017756
Meta (Facebook),META,4,2023-01-10,sec-edgar-filings/META/4/0000950103-22-002784
Meta (Facebook),META,4,2022-06-18,sec-edgar-filings/META/4/0000950103-22-006733
Meta (Facebook),META,4,2024-12-09,sec-edgar-filings/META/4/0000950103-24-013855
Meta (Facebook),META,4,2025-01-05,sec-edgar-filings/META/4/0000950103-24-007672
Meta (Facebook),META,4,2024-09-18,sec-edgar-filings/META/4/0000950103-24-002460
Meta (Facebook),META,4,2024-09-19,sec-edgar-filings/META/4/0000950103-22-009268
Meta (Facebook),META,4,2023-06-02,sec-edgar-filings/META/4/0000950103-24-007073
Meta (Facebook),META,4,2022-09-05,sec-edgar-filings/META/4/0000950103-22-008711
Meta (Facebook),META,4,2024-07-17,sec-edgar-filings/META/4/0000950103-23-000401
Meta (Facebook),META,4,2024-01-09,sec-edgar-filings/META/4/0000950103-24-001894
Meta (Facebook),META,4,2023-02-13,sec-edgar-filings/META/4/0000950103-24-011875
Meta (Facebook),META,4,2022-12-13,sec-edgar-filings/META/4/0000950103-24-014373
Meta (Facebook),META,4,2023-08-01,sec-edgar-filings/META/4/0000950103-22-019872
Meta (Facebook),META,4,2024-06-17,sec-edgar-filings/META/4/0000950103-22-006164
Meta (Facebook),META,4,2023-09-12,sec-edgar-filings/META/4/0000950103-24-003868
Meta (Facebook),META,4,2022-09-30,sec-edgar-filings/META/4/0000950103-24-017836
Meta (Facebook),META,4,2024-07-04,sec-edgar-filings/META/4/0000950103-22-011805
Meta (Facebook),META,4,2024-05-26,sec-edgar-filings/META/4/0000950103-22-005141
Meta (Facebook),META,4,2022-02-23,sec-edgar-filings/META/4/0000950103-22-016776
Meta (Facebook),META,4,2023-08-11,sec-edgar-filings/META/4/0000950103-24-012082
Meta (Facebook),META,4,2025-01-19,sec-edgar-filings/META/4/0000950103-23-004550
Meta (Facebook),META,4,2024-09-17,sec-edgar-filings/META/4/0000950103-23-017383
Meta (Facebook),META,4,2022-10-12,sec-edgar-filings/META/4/0000950103-23-016588
Meta (Facebook),META,4,2022-07-13,sec-edgar-filings/META/4/0000950103-23-017384
Meta (Facebook),META,4,2022-04-06,sec-edgar-filings/META/4/0000950103-24-003676
Meta (Facebook),META,4,2022-01-14,sec-edgar-filings/META/4/0000950103-23-012231
Meta (Facebook),META,4,2025-03-22,sec-edgar-filings/META/4/0000950103-23-017464
Meta (Facebook),META,4,2024-01-24,sec-edgar-filings/META/4/0000950103-22-008713
Meta (Facebook),META,4,2022-09-25,sec-edgar-filings/META/4/0000950103-24-001897
Meta (Facebook),META,4,2023-12-31,sec-edgar-filings/META/4/0000950103-24-006438
Meta (Facebook),META,4,2024-06-20,sec-edgar-filings/META/4/0000950103-23-017184
Meta (Facebook),META,4,2024-01-21,sec-edgar-filings/META/4/0000950103-23-002599
Meta (Facebook),META,4,2022-06-09,sec-edgar-filings/META/4/0000950103-24-003957
Meta (Facebook),META,4,2023-01-05,sec-edgar-filings/META/4/0000950103-24-003184
Meta (Facebook),META,4,2024-10-23,sec-edgar-filings/META/4/0000950103-23-006815
Meta (Facebook),META,4,2023-10-07,sec-edgar-filings/META/4/0000950103-22-020738
Meta (Facebook),META,4,2022-01-19,sec-edgar-filings/META/4/0000950103-24-008601
Meta (Facebook),META,4,2024-05-04,sec-edgar-filings/META/4/0000950103-24-004092
Meta (Facebook),META,4,2024-12-21,sec-edgar-filings/META/4/0000950103-24-000603
Meta (Facebook),META,4,2023-05-18,sec-edgar-filings/META/4/0000950103-24-012635
Meta (Facebook),META,4,2024-12-22,sec-edgar-filings/META/4/0000950103-24-012410
Meta (Facebook),META,4,2024-08-26,sec-edgar-filings/META/4/0000950103-24-012867
Meta (Facebook),META,4,2022-02-25,sec-edgar-filings/META/4/0000950103-24-001751
Meta (Facebook),META,4,2025-03-22,sec-edgar-filings/META/4/0000950103-22-019873
Meta (Facebook),META,4,2023-06-29,sec-edgar-filings/META/4/0000950103-24-017953
Meta (Facebook),META,4,2024-05-30,sec-edgar-filings/META/4/0000950103-23-008945
Meta (Facebook),META,4,2024-04-20,sec-edgar-filings/META/4/0000950103-24-017959
Meta (Facebook),META,4,2024-06-14,sec-edgar-filings/META/4/0000950103-24-002656
Meta (Facebook),META,4,2023-12-31,sec-edgar-filings/META/4/0000950103-24-004865
Meta (Facebook),META,4,2023-12-26,sec-edgar-filings/META/4/0000950103-24-008587
Meta (Facebook),META,4,2022-08-24,sec-edgar-filings/META/4/0000950103-24-004498
Meta (Facebook),META,4,2024-05-24,sec-edgar-filings/META/4/0000950103-23-011806
Meta (Facebook),META,4,2024-03-24,sec-edgar-filings/META/4/0000950103-22-013698
Meta (Facebook),META,4,2023-10-30,sec-edgar-filings/META/4/0000950103-24-014767
Meta (Facebook),META,4,2024-06-21,sec-edgar-filings/META/4/0000950103-24-004094
Meta (Facebook),META,4,2023-09-03,sec-edgar-filings/META/4/0000950103-24-012509
Meta (Facebook),META,4,2024-07-24,sec-edgar-filings/META/4/0000950103-22-021763
Meta (Facebook),META,4,2023-06-23,sec-edgar-filings/META/4/0000950103-24-002230
Meta (Facebook),META,4,2025-01-12,sec-edgar-filings/META/4/0000950103-22-019871
Meta (Facebook),META,4,2022-07-22,sec-edgar-filings/META/4/0000950103-24-008586
Meta (Facebook),META,4,2023-09-30,sec-edgar-filings/META/4/0000950103-22-010882
Meta (Facebook),META,4,2022-03-04,sec-edgar-filings/META/4/0000950103-24-006852
Meta (Facebook),META,4,2025-01-26,sec-edgar-filings/META/4/0000950103-23-012239
Meta (Facebook),META,4,2022-04-09,sec-edgar-filings/META/4/0000950103-22-014156
Meta (Facebook),META,4,2024-10-04,sec-edgar-filings/META/4/0000950103-23-016089
Meta (Facebook),META,4,2022-01-05,sec-edgar-filings/META/4/0000950103-23-016590
Meta (Facebook),META,4,2022-12-06,sec-edgar-filings/META/4/0000950103-24-002458
Meta (Facebook),META,4,2023-09-01,sec-edgar-filings/META/4/0000950103-23-016450
Meta (Facebook),META,4,2024-11-26,sec-edgar-filings/META/4/0000950103-22-008412
Meta (Facebook),META,4,2025-03-22,sec-edgar-filings/META/4/0000950103-24-012636
Meta (Facebook),META,4,2023-04-08,sec-edgar-filings/META/4/0000950103-24-012406
Meta (Facebook),META,4,2023-04-22,sec-edgar-filings/META/4/0000950103-22-010784
Meta (Facebook),META,4,2022-08-28,sec-edgar-filings/META/4/0000950103-24-008261
Meta (Facebook),META,4,2024-08-22,sec-edgar-filings/META/4/0000950103-24-004093
Meta (Facebook),META,4,2024-01-05,sec-edgar-filings/META/4/0000950103-23-012236
Meta (Facebook),META,4,2024-09-11,sec-edgar-filings/META/4/0000950103-24-007436
Meta (Facebook),META,4,2022-03-25,sec-edgar-filings/META/4/0000950103-23-007438
Meta (Facebook),META,4,2022-04-21,sec-edgar-filings/META/4/0000950103-23-012232
Meta (Facebook),META,4,2022-08-19,sec-edgar-filings/META/4/0000950103-24-006845
Meta (Facebook),META,4,2025-01-11,sec-edgar-filings/META/4/0000950103-24-003800
Meta (Facebook),META,4,2024-07-02,sec-edgar-filings/META/4/0000950103-22-012158
Meta (Facebook),META,4,2024-03-23,sec-edgar-filings/META/4/0000950103-24-017620
Meta (Facebook),META,4,2022-12-30,sec-edgar-filings/META/4/0000950103-22-002786
Meta (Facebook),META,4,2022-08-09,sec-edgar-filings/META/4/0000950103-24-004508
Meta (Facebook),META,4,2023-06-19,sec-edgar-filings/META/4/0000950103-24-003677
Meta (Facebook),META,4,2023-08-05,sec-edgar-filings/META/4/0000950103-24-011707
Meta (Facebook),META,4,2022-03-27,sec-edgar-filings/META/4/0000950103-24-008430
Meta (Facebook),META,4,2023-12-23,sec-edgar-filings/META/4/0000950103-24-014831
Meta (Facebook),META,4,2023-02-16,sec-edgar-filings/META/4/0000950103-23-016591
Meta (Facebook),META,4,2022-12-16,sec-edgar-filings/META/4/0000950103-24-001095
Meta (Facebook),META,4,2024-09-27,sec-edgar-filings/META/4/0000950103-22-000899
Meta (Facebook),META,4,2023-06-24,sec-edgar-filings/META/4/0000950103-23-003616
Meta (Facebook),META,4,2023-01-16,sec-edgar-filings/META/4/0000950103-24-013418
Meta (Facebook),META,4,2024-11-20,sec-edgar-filings/META/4/0000950103-24-016019
Meta (Facebook),META,4,2022-12-12,sec-edgar-filings/META/4/0000950103-22-010059
Meta (Facebook),META,4,2022-09-11,sec-edgar-filings/META/4/0000950103-23-012240
Meta (Facebook),META,4,2023-05-13,sec-edgar-filings/META/4/0000950103-24-009357
Meta (Facebook),META,4,2024-07-09,sec-edgar-filings/META/4/0000950103-24-003801
Meta (Facebook),META,4,2022-04-23,sec-edgar-filings/META/4/0000950103-24-000542
Meta (Facebook),META,4,2023-06-05,sec-edgar-filings/META/4/0000950103-23-008943
Meta (Facebook),META,4,2022-10-05,sec-edgar-filings/META/4/0000950103-24-004499
Meta (Facebook),META,4,2022-09-04,sec-edgar-filings/META/4/0000950103-24-003680
Meta (Facebook),META,4,2022-06-20,sec-edgar-filings/META/4/0000950103-24-002472
Meta (Facebook),META,4,2025-03-09,sec-edgar-filings/META/4/0000950103-24-002468
Meta (Facebook),META,4,2025-03-13,sec-edgar-filings/META/4/0000950103-22-000896
Meta (Facebook),META,4,2023-12-21,sec-edgar-filings/META/4/0000950103-22-014155
Meta (Facebook),META,4,2024-07-08,sec-edgar-filings/META/4/0000950103-23-011870
Meta (Facebook),META,4,2025-02-12,sec-edgar-filings/META/4/0000950103-24-003399
Meta (Facebook),META,4,2022-05-03,sec-edgar-filings/META/4/0000950103-24-008320
Meta (Facebook),META,4,2025-01-24,sec-edgar-filings/META/4/0000950103-23-002602
Meta (Facebook),META,4,2022-03-24,sec-edgar-filings/META/4/0000950103-24-005771
Meta (Facebook),META,4,2023-07-21,sec-edgar-filings/META/4/0000950103-23-016015
Meta (Facebook),META,4,2022-01-11,sec-edgar-filings/META/4/0000950103-24-017618
Meta (Facebook),META,4,2023-05-15,sec-edgar-filings/META/4/0000950103-24-018239
Meta (Facebook),META,4,2023-05-31,sec-edgar-filings/META/4/0000950103-22-019876
Meta (Facebook),META,4,2022-09-26,sec-edgar-filings/META/4/0000950103-24-017463
Meta (Facebook),META,4,2022-10-09,sec-edgar-filings/META/4/0000950103-23-007433
Meta (Facebook),META,4,2022-04-17,sec-edgar-filings/META/4/0000950103-24-002462
Meta (Facebook),META,4,2024-11-29,sec-edgar-filings/META/4/0000950103-22-002782
Meta (Facebook),META,4,2023-06-15,sec-edgar-filings/META/4/0000950103-23-017796
Meta (Facebook),META,4,2024-06-09,sec-edgar-filings/META/4/0000950103-24-003739
Meta (Facebook),META,4,2024-05-06,sec-edgar-filings/META/4/0000950103-24-001253
Meta (Facebook),META,4,2025-01-18,sec-edgar-filings/META/4/0000950103-24-017461
Meta (Facebook),META,4,2022-01-25,sec-edgar-filings/META/4/0000950103-23-000834
Meta (Facebook),META,4,2024-10-21,sec-edgar-filings/META/4/0000950103-24-014008
Meta (Facebook),META,4,2023-05-01,sec-edgar-filings/META/4/0000950103-24-009662
Meta (Facebook),META,4,2023-04-27,sec-edgar-filings/META/4/0000950103-24-016813
Meta (Facebook),META,4,2024-01-15,sec-edgar-filings/META/4/0000950103-23-016830
Meta (Facebook),META,4,2022-02-27,sec-edgar-filings/META/4/0000950103-24-001152
Meta (Facebook),META,4,2022-07-01,sec-edgar-filings/META/4/0000950103-23-008897
Meta (Facebook),META,4,2023-04-13,sec-edgar-filings/META/4/0000950103-24-003404
Meta (Facebook),META,4,2024-03-24,sec-edgar-filings/META/4/0000950103-23-015168
Meta (Facebook),META,4,2024-09-17,sec-edgar-filings/META/4/0000950103-23-002609
Meta (Facebook),META,4,2022-08-13,sec-edgar-filings/META/4/0000950103-24-001542
Meta (Facebook),META,4,2022-03-27,sec-edgar-filings/META/4/0000950103-22-014151
Meta (Facebook),META,4,2022-10-02,sec-edgar-filings/META/4/0000950103-24-008716
Meta (Facebook),META,4,2022-11-29,sec-edgar-filings/META/4/0000950103-24-016537
Meta (Facebook),META,4,2023-11-15,sec-edgar-filings/META/4/0000950103-24-012230
Meta (Facebook),META,4,2022-06-28,sec-edgar-filings/META/4/0000950103-24-017288
Meta (Facebook),META,4,2024-10-09,sec-edgar-filings/META/4/0000950103-23-002608
Meta (Facebook),META,4,2024-05-01,sec-edgar-filings/META/4/0000950103-23-016458
Meta (Facebook),META,4,2022-07-17,sec-edgar-filings/META/4/0000950103-23-004549
Meta (Facebook),META,4,2024-02-08,sec-edgar-filings/META/4/0000950103-23-007430
Meta (Facebook),META,4,2024-03-30,sec-edgar-filings/META/4/0000950103-24-009859
Meta (Facebook),META,4,2022-11-20,sec-edgar-filings/META/4/0000950103-23-015965
Meta (Facebook),META,4,2024-09-12,sec-edgar-filings/META/4/0000950103-24-002790
Meta (Facebook),META,4,2024-02-18,sec-edgar-filings/META/4/0000950103-24-004501
Meta (Facebook),META,4,2022-07-04,sec-edgar-filings/META/4/0000950103-24-018238
Meta (Facebook),META,4,2024-06-24,sec-edgar-filings/META/4/0000950103-24-010034
Meta (Facebook),META,4,2024-06-16,sec-edgar-filings/META/4/0000950103-24-006854
Meta (Facebook),META,4,2022-07-20,sec-edgar-filings/META/4/0000950103-24-000540
Meta (Facebook),META,4,2024-06-30,sec-edgar-filings/META/4/0000950103-22-008712
Meta (Facebook),META,4,2024-10-13,sec-edgar-filings/META/4/0000950103-23-003915
Meta (Facebook),META,4,2022-07-15,sec-edgar-filings/META/4/0000950103-24-012231
Meta (Facebook),META,4,2024-06-08,sec-edgar-filings/META/4/0000950103-23-007790
Meta (Facebook),META,4,2024-08-26,sec-edgar-filings/META/4/0000950103-22-019524
Meta (Facebook),META,4,2025-01-22,sec-edgar-filings/META/4/0000950103-24-000705
Meta (Facebook),META,4,2022-07-15,sec-edgar-filings/META/4/0000950103-23-012241
Meta (Facebook),META,4,2023-04-25,sec-edgar-filings/META/4/0000950103-24-011719
Meta (Facebook),META,4,2023-09-05,sec-edgar-filings/META/4/0000950103-22-019878
Meta (Facebook),META,4,2022-01-25,sec-edgar-filings/META/4/0000950103-24-003798
Meta (Facebook),META,4,2023-04-11,sec-edgar-filings/META/4/0000950103-24-017837
Meta (Facebook),META,4,2023-05-17,sec-edgar-filings/META/4/0000950103-23-016151
Meta (Facebook),META,4,2023-03-17,sec-edgar-filings/META/4/0000950103-23-016455
Meta (Facebook),META,4,2024-08-27,sec-edgar-filings/META/4/0000950103-24-006859
Meta (Facebook),META,4,2023-10-07,sec-edgar-filings/META/4/0000950103-24-017601
Meta (Facebook),META,4,2022-02-14,sec-edgar-filings/META/4/0000950103-24-006289
Meta (Facebook),META,4,2022-12-02,sec-edgar-filings/META/4/0000950103-23-017927
Meta (Facebook),META,4,2023-12-11,sec-edgar-filings/META/4/0000950103-22-020079
Meta (Facebook),META,4,2024-02-29,sec-edgar-filings/META/4/0000950103-24-001895
Meta (Facebook),META,4,2024-12-16,sec-edgar-filings/META/4/0000950103-24-015650
Meta (Facebook),META,4,2023-10-12,sec-edgar-filings/META/4/0000950103-23-016832
Meta (Facebook),META,4,2022-05-07,sec-edgar-filings/META/4/0000950103-24-002471
Meta (Facebook),META,4,2022-02-11,sec-edgar-filings/META/4/0000950103-22-002781
Meta (Facebook),META,4,2022-08-02,sec-edgar-filings/META/4/0000950103-24-013062
Meta (Facebook),META,4,2022-02-08,sec-edgar-filings/META/4/0000950103-22-014145
Meta (Facebook),META,4,2024-10-24,sec-edgar-filings/META/4/0000950103-22-006451
Meta (Facebook),META,4,2023-11-06,sec-edgar-filings/META/4/0000950103-24-003956
Meta (Facebook),META,4,2023-12-21,sec-edgar-filings/META/4/0000950103-23-012233
Meta (Facebook),META,4,2024-12-26,sec-edgar-filings/META/4/0000950103-22-014150
Meta (Facebook),META,4,2024-12-27,sec-edgar-filings/META/4/0000950103-24-001094
Meta (Facebook),META,4,2022-12-11,sec-edgar-filings/META/4/0000950103-22-008706
Meta (Facebook),META,4,2022-05-29,sec-edgar-filings/META/4/0000950103-24-008585
Meta (Facebook),META,4,2022-03-16,sec-edgar-filings/META/4/0000950103-24-001749
Meta (Facebook),META,4,2024-11-09,sec-edgar-filings/META/4/0000950103-23-007431
Meta (Facebook),META,4,2024-02-03,sec-edgar-filings/META/4/0000950103-24-000543
Meta (Facebook),META,4,2024-01-12,sec-edgar-filings/META/4/0000950103-24-005644
Meta (Facebook),META,4,2023-09-01,sec-edgar-filings/META/4/0000950103-24-002225
Meta (Facebook),META,4,2023-10-13,sec-edgar-filings/META/4/0000950103-23-016449
Meta (Facebook),META,4,2022-05-30,sec-edgar-filings/META/4/0000950103-24-004089
Meta (Facebook),META,4,2024-08-23,sec-edgar-filings/META/4/0000950103-24-000228
Meta (Facebook),META,4,2024-01-25,sec-edgar-filings/META/4/0000950103-24-006846
Meta (Facebook),META,4,2024-06-02,sec-edgar-filings/META/4/0000950103-22-014146
Meta (Facebook),META,4,2022-05-10,sec-edgar-filings/META/4/0000950103-22-014153
Meta (Facebook),META,4,2022-12-16,sec-edgar-filings/META/4/0000950103-22-010883
Meta (Facebook),META,4,2023-04-18,sec-edgar-filings/META/4/0000950103-24-017957
Meta (Facebook),META,4,2024-06-12,sec-edgar-filings/META/4/0000950103-24-004196
Meta (Facebook),META,4,2023-02-04,sec-edgar-filings/META/4/0000950103-24-017343
Meta (Facebook),META,4,2022-10-09,sec-edgar-filings/META/4/0000950103-24-009388
Meta (Facebook),META,4,2023-11-30,sec-edgar-filings/META/4/0000950103-24-012508
Meta (Facebook),META,4,2023-12-31,sec-edgar-filings/META/4/0000950103-24-017617
Meta (Facebook),META,4,2022-12-02,sec-edgar-filings/META/4/0000950103-23-002597
Meta (Facebook),META,4,2024-04-18,sec-edgar-filings/META/4/0000950103-24-016536
Meta (Facebook),META,4,2023-06-02,sec-edgar-filings/META/4/0000950103-23-016451
Meta (Facebook),META,4,2022-12-14,sec-edgar-filings/META/4/0000950103-22-019869
Meta (Facebook),META,4,2023-08-25,sec-edgar-filings/META/4/0000950103-23-002607
Meta (Facebook),META,4,2022-11-14,sec-edgar-filings/META/4/0000950103-24-006055
Meta (Facebook),META,4,2023-01-04,sec-edgar-filings/META/4/0000950103-24-000447
Meta (Facebook),META,4,2023-12-16,sec-edgar-filings/META/4/0000950103-22-015839
Meta (Facebook),META,4,2024-09-09,sec-edgar-filings/META/4/0000950103-24-008143
Meta (Facebook),META,4,2024-05-23,sec-edgar-filings/META/4/0000950103-22-008708
Meta (Facebook),META,4,2023-11-21,sec-edgar-filings/META/4/0000950103-23-016456
Meta (Facebook),META,4,2022-11-20,sec-edgar-filings/META/4/0000950103-24-012405
Meta (Facebook),META,4,2023-03-26,sec-edgar-filings/META/4/0000950103-24-011890
Meta (Facebook),META,4,2024-12-13,sec-edgar-filings/META/4/0000950103-24-008595
Meta (Facebook),META,4,2023-01-05,sec-edgar-filings/META/4/0000950103-22-003967
Meta (Facebook),META,4,2024-06-02,sec-edgar-filings/META/4/0000950103-22-019879
Meta (Facebook),META,4,2023-03-14,sec-edgar-filings/META/4/0000950103-23-014231
Meta (Facebook),META,4,2023-05-28,sec-edgar-filings/META/4/0000950103-22-009266
Meta (Facebook),META,4,2022-03-09,sec-edgar-filings/META/4/0000950103-23-002103
Meta (Facebook),META,4,2022-04-18,sec-edgar-filings/META/4/0000950103-22-002355
Meta (Facebook),META,4,2024-02-15,sec-edgar-filings/META/4/0000950103-22-019880
Meta (Facebook),META,4,2024-05-02,sec-edgar-filings/META/4/0000950103-24-004866
Meta (Facebook),META,4,2022-01-06,sec-edgar-filings/META/4/0000950103-24-009659
Meta (Facebook),META,4,2023-01-20,sec-edgar-filings/META/4/0000950103-24-003959
Meta (Facebook),META,4,2022-02-16,sec-edgar-filings/META/4/0000950103-22-005142
Meta (Facebook),META,4,2022-10-11,sec-edgar-filings/META/4/0000950103-23-002598
Meta (Facebook),META,4,2023-01-02,sec-edgar-filings/META/4/0000950103-22-002789
Meta (Facebook),META,4,2022-05-01,sec-edgar-filings/META/4/0000950103-22-007355
Meta (Facebook),META,4,2023-11-16,sec-edgar-filings/META/4/0000950103-24-009860
Meta (Facebook),META,4,2023-09-01,sec-edgar-filings/META/4/0000950103-24-017619
Meta (Facebook),META,4,2023-11-20,sec-edgar-filings/META/4/0000950103-22-012416
Meta (Facebook),META,4,2023-09-24,sec-edgar-filings/META/4/0000950103-22-008719
Meta (Facebook),META,4,2023-11-22,sec-edgar-filings/META/4/0000950103-23-008940
Meta (Facebook),META,4,2023-12-06,sec-edgar-filings/META/4/0000950103-22-019868
Meta (Facebook),META,4,2024-03-04,sec-edgar-filings/META/4/0000950103-24-009857
Meta (Facebook),META,4,2024-05-06,sec-edgar-filings/META/4/0000950103-24-012402
Meta (Facebook),META,4,2022-04-25,sec-edgar-filings/META/4/0000950103-22-016271
Meta (Facebook),META,4,2022-05-27,sec-edgar-filings/META/4/0000950103-23-012230
Meta (Facebook),META,4,2024-07-13,sec-edgar-filings/META/4/0000950103-24-001899
Meta (Facebook),META,4,2023-12-19,sec-edgar-filings/META/4/0000950103-24-001896
Meta (Facebook),META,4,2023-12-30,sec-edgar-filings/META/4/0000950103-24-016540
Meta (Facebook),META,4,2023-12-25,sec-edgar-filings/META/4/0000950103-22-021406
Meta (Facebook),META,4,2022-07-14,sec-edgar-filings/META/4/0000950103-24-013517
Meta (Facebook),META,4,2024-08-19,sec-edgar-filings/META/4/0000950103-24-004199
Meta (Facebook),META,4,2022-12-07,sec-edgar-filings/META/4/0000950103-24-008263
Meta (Facebook),META,4,2023-04-22,sec-edgar-filings/META/4/0000950103-24-018504
Meta (Facebook),META,4,2022-07-07,sec-edgar-filings/META/4/0000950103-24-009661
Meta (Facebook),META,4,2023-02-07,sec-edgar-filings/META/4/0000950103-23-018067
Meta (Facebook),META,4,2025-01-21,sec-edgar-filings/META/4/0000950103-22-014147
Meta (Facebook),META,4,2022-04-18,sec-edgar-filings/META/4/0000950103-24-000847
Meta (Facebook),META,4,2022-06-27,sec-edgar-filings/META/4/0000950103-24-012407
Meta (Facebook),META,4,2023-08-20,sec-edgar-filings/META/4/0000950103-23-002605
Meta (Facebook),META,4,2022-10-11,sec-edgar-filings/META/4/0000950103-22-000575
Meta (Facebook),META,4,2022-10-23,sec-edgar-filings/META/4/0000950103-23-004239
Meta (Facebook),META,4,2022-10-03,sec-edgar-filings/META/4/0000950103-24-010139
Meta (Facebook),META,4,2022-07-03,sec-edgar-filings/META/4/0000950103-24-004241
Meta (Facebook),META,4,2023-05-06,sec-edgar-filings/META/4/0000950103-24-003095
Meta (Facebook),META,4,2023-09-23,sec-edgar-filings/META/4/0000950103-24-004197
Meta (Facebook),META,4,2024-05-15,sec-edgar-filings/META/4/0000950103-23-017185
Meta (Facebook),META,4,2025-03-20,sec-edgar-filings/META/4/0000950103-24-008588
Meta (Facebook),META,4,2022-03-10,sec-edgar-filings/META/4/0000950103-24-006855
Meta (Facebook),META,4,2022-02-24,sec-edgar-filings/META/4/0000950103-24-004240
Meta (Facebook),META,4,2023-06-14,sec-edgar-filings/META/4/0000950103-24-015360
Meta (Facebook),META,4,2022-05-07,sec-edgar-filings/META/4/0000950103-22-010369
Meta (Facebook),META,4,2022-03-30,sec-edgar-filings/META/4/0000950103-23-012530
Meta (Facebook),META,4,2024-08-14,sec-edgar-filings/META/4/0000950103-22-005143
Meta (Facebook),META,4,2024-08-02,sec-edgar-filings/META/4/0000950103-24-018367
Meta (Facebook),META,4,2024-01-20,sec-edgar-filings/META/4/0000950103-23-016489
Meta (Facebook),META,4,2023-08-08,sec-edgar-filings/META/4/0000950103-24-002227
Meta (Facebook),META,4,2023-12-28,sec-edgar-filings/META/4/0000950103-24-001530
Meta (Facebook),META,4,2023-09-02,sec-edgar-filings/META/4/0000950103-24-007198
Meta (Facebook),META,4,2023-04-28,sec-edgar-filings/META/4/0000950103-23-013100
Meta (Facebook),META,4,2024-10-20,sec-edgar-filings/META/4/0000950103-24-004090
Meta (Facebook),META,4,2024-03-15,sec-edgar-filings/META/4/0000950103-24-006853
Meta (Facebook),META,4,2025-03-25,sec-edgar-filings/META/4/0000950103-23-014714
Meta (Facebook),META,4,2022-07-09,sec-edgar-filings/META/4/0000950103-24-001748
Meta (Facebook),META,4,2023-10-05,sec-edgar-filings/META/4/0000950103-23-008939
Meta (Facebook),META,4,2022-05-19,sec-edgar-filings/META/4/0000950103-24-012400
Meta (Facebook),META,4,2022-07-06,sec-edgar-filings/META/4/0000950103-24-002456
Meta (Facebook),META,4,2022-10-05,sec-edgar-filings/META/4/0000950103-24-000979
Meta (Facebook),META,4,2024-02-12,sec-edgar-filings/META/4/0000950103-23-008340
Meta (Facebook),META,4,2022-06-08,sec-edgar-filings/META/4/0000950103-22-005139
Meta (Facebook),META,4,2022-12-26,sec-edgar-filings/META/4/0000950103-23-005698
Meta (Facebook),META,4,2024-11-16,sec-edgar-filings/META/4/0000950103-24-001752
Meta (Facebook),META,4,2023-03-15,sec-edgar-filings/META/4/0000950103-24-000062
Meta (Facebook),META,4,2023-08-29,sec-edgar-filings/META/4/0000950103-23-013402
Meta (Facebook),META,4,2023-12-02,sec-edgar-filings/META/4/0000950103-22-008723
Meta (Facebook),META,4,2024-10-19,sec-edgar-filings/META/4/0000950103-22-014154
Meta (Facebook),META,4,2023-09-18,sec-edgar-filings/META/4/0000950103-23-016310
Meta (Facebook),META,4,2023-07-23,sec-edgar-filings/META/4/0000950103-24-001543
Meta (Facebook),META,4,2022-05-23,sec-edgar-filings/META/4/0000950103-24-006514
Meta (Facebook),META,4,2024-05-07,sec-edgar-filings/META/4/0000950103-22-014148
Meta (Facebook),META,4,2024-06-06,sec-edgar-filings/META/4/0000950103-22-002780
Meta (Facebook),META,4,2025-03-18,sec-edgar-filings/META/4/0000950103-22-005140
Meta (Facebook),META,4,2023-04-15,sec-edgar-filings/META/4/0000950103-24-015743
Meta (Facebook),META,4,2022-03-06,sec-edgar-filings/META/4/0000950103-24-003794
Meta (Facebook),META,4,2022-10-26,sec-edgar-filings/META/4/0000950103-23-016589
Meta (Facebook),META,4,2022-06-22,sec-edgar-filings/META/4/0000950103-24-009663
Meta (Facebook),META,4,2022-09-05,sec-edgar-filings/META/4/0000950103-24-016534
Meta (Facebook),META,4,2024-04-18,sec-edgar-filings/META/4/0000950103-22-002787
Meta (Facebook),META,4,2022-05-05,sec-edgar-filings/META/4/0000950103-24-006850
Meta (Facebook),META,4,2024-08-04,sec-edgar-filings/META/4/0000950103-24-009395
Meta (Facebook),META,4,2023-01-20,sec-edgar-filings/META/4/0000950103-24-018022
Meta (Facebook),META,4,2022-11-29,sec-edgar-filings/META/4/0000950103-22-017792
Meta (Facebook),META,4,2023-05-05,sec-edgar-filings/META/4/0000950103-24-003678
Meta (Facebook),META,4,2024-03-21,sec-edgar-filings/META/4/0000950103-23-016017
Meta (Facebook),META,4,2023-01-14,sec-edgar-filings/META/4/0000950103-23-009120
Meta (Facebook),META,4,2022-04-26,sec-edgar-filings/META/4/0000950103-23-016587
Meta (Facebook),META,4,2023-05-23,sec-edgar-filings/META/4/0000950103-22-014143
Meta (Facebook),META,4,2022-05-27,sec-edgar-filings/META/4/0000950103-23-002600
Meta (Facebook),META,4,2023-09-21,sec-edgar-filings/META/4/0000950103-24-014728
